Name,Platform,Year,Publisher,Global_Sales,Total_Sales
Yoga Wii,Wii,2009,JoWood Productions,0.21,0.21
Cabela's Survival: Shadows of Katmai,MULTI,2011,Activision,0.21,0.59
Front Mission 5: Scars of the War,PS2,2005,Square Enix,0.21,0.21
Maximo vs Army of Zin,PS2,2003,Capcom,0.21,0.21
The Fairly OddParents: Breakin' Da Rules,GC,2003,THQ,0.21,0.21
Namco Museum Megamix,Wii,2010,Namco Bandai Games,0.21,0.21
Summoner 2,PS2,2002,THQ,0.21,0.21
The Land Before Time: Big Water Adventure,PS,2002,TDK Mediactive,0.21,0.21
Shadow of Destiny,PS2,2001,Konami Digital Entertainment,0.21,0.21
Disney's Planes,MULTI,2013,Disney Interactive Studios,0.21,0.38
ClayFighter 63 1/3,N64,1997,Interplay,0.21,0.21
Cruis'n Exotica,N64,2000,Midway Games,0.21,0.21
Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Seta Corporation,0.21,0.21
The King of Fighters '96,MULTI,1996,SNK,0.21,0.35
WRC: FIA World Rally Championship,MULTI,0,Black Bean Games,0.21,0.32999999999999996
Angel Blade: Neo Tokyo Guardians,PS,1997,On Demand,0.21,0.21
Threads of Fate,PS,1999,SquareSoft,0.21,0.21
PoPoLoCrois Monogatari II,PS,2000,Sony Computer Entertainment,0.21,0.21
Vampire Rain,X360,2007,Microsoft Game Studios,0.21,0.21
Deus Ex: The Conspiracy,PS2,2002,Eidos Interactive,0.21,0.21
Unreal II: The Awakening,XB,2004,Atari,0.21,0.21
Rumble Racing,PS2,2001,Electronic Arts,0.21,0.21
Disgaea D2: A Brighter Darkness,PS3,2013,Nippon Ichi Software,0.21,0.21
Just Dance: Greatest Hits,Wii,2012,Ubisoft,0.21,0.21
J-League Winning Eleven 10 + Europa League 06-07,PS2,2006,Konami Digital Entertainment,0.21,0.21
JSRF: Jet Set Radio Future,XB,2002,Sega,0.21,0.21
The Last Airbender,Wii,2010,THQ,0.21,0.21
StokEd,X360,2009,Zushi Games,0.21,0.21
Rollcage,PS,1999,Psygnosis,0.21,0.21
ESPN Winter X Games: Snowboarding 2002,MULTI,2000,Konami Digital Entertainment,0.21,0.24
Project: Snowblind,MULTI,2005,Eidos Interactive,0.21,0.32
Mortal Kombat: Special Forces,PS,2000,Midway Games,0.21,0.21
Shin Megami Tensei: Persona 3 (jp sales),PS2,2006,Tecmo Koei,0.21,0.21
Greg Hastings Paintball 2,MULTI,2010,Majesco Entertainment,0.21,0.38
Evil Dead: Regeneration,MULTI,2005,THQ,0.21,0.29
Marvel Super Hero Squad: Comic Combat,MULTI,2011,THQ,0.21,0.59
X-Men: Children of the Atom,MULTI,1995,Acclaim Entertainment,0.21,0.31
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PS,1998,Sony Computer Entertainment,0.21,0.21
NHL 2K3,MULTI,2002,Sega,0.21,0.35
Pro Yaky? Spirits 2010,MULTI,2010,Konami Digital Entertainment,0.21,0.31
The Naked Brothers Band: The Video Game,MULTI,2008,THQ,0.21,0.38
Gallop Racer 2003: A New Breed,PS2,2002,Zoo Digital Publishing,0.21,0.21
Dawn of Discovery,Wii,2009,Ubisoft,0.21,0.21
BeyBlade VForce: Super Tournament Battle,GC,2002,Atari,0.21,0.21
Anarchy Reigns,MULTI,2012,Sega,0.21,0.38
Bugs Bunny & Taz: Time Busters,PS,2000,Infogrames,0.21,0.21
Kung Fu Rider,PS3,2010,Sony Computer Entertainment,0.21,0.21
Jikkyou Powerful Pro Yakyuu 2012,PS3,2012,Konami Digital Entertainment,0.21,0.21
The Wolf Among Us,MULTI,2014,Telltale Games,0.21,0.42
Battle of Giants: Dinosaurs Strike,Wii,2010,Ubisoft,0.2,0.2
Attack on Titan (KOEI),MULTI,2016,Tecmo Koei,0.2,0.29000000000000004
Cabela's North American Adventures,MULTI,2010,Activision,0.2,0.5
Enchanted Arms,MULTI,2007,Ubisoft,0.2,0.39
Capcom Fighting Evolution,MULTI,2004,Capcom,0.2,0.24000000000000002
SD Gundam GNext,SNES,1995,Namco Bandai Games,0.2,0.2
Backyard NFL Football 2006,PS2,2005,Atari,0.2,0.2
Planet 51,MULTI,2009,Sega,0.2,0.43
DarkStar One: Broken Alliance,X360,2010,Kalypso Media,0.2,0.2
My Fitness Coach 2: Exercise and Nutrition,Wii,2009,Black Bean Games,0.2,0.2
Sengoku Basara 2 Heroes,MULTI,2007,Capcom,0.2,0.21000000000000002
Buzz! The Schools Quiz,PS2,2008,Sony Computer Entertainment,0.2,0.2
Suikoden Tactics,PS2,2005,Konami Digital Entertainment,0.2,0.2
Mobile Suit Gundam: Crossfire,PS3,2006,Namco Bandai Games,0.2,0.2
Phantasy Star Online,DC,2000,Sega,0.2,0.2
Crazy Taxi 3: High Roller,XB,2002,Sega,0.2,0.2
Dark Messiah of Might and Magic Elements,X360,2008,Ubisoft,0.2,0.2
Just Dance 2: Extra Songs,Wii,2011,Ubisoft,0.2,0.2
International Superstar Soccer 2000,PS2,2000,Konami Digital Entertainment,0.2,0.2
The Bible Game,MULTI,2005,Crave Entertainment,0.2,0.25
Drift King Shutokou Battle '94,SNES,1994,BPS,0.2,0.2
Fairy Fencer F,PS3,2013,Nippon Ichi Software,0.2,0.2
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Tecmo Koei,0.2,0.2
The Ultimate Red Ball Challenge,Wii,2009,Mindscape,0.2,0.2
PBR: Out of the Chute,MULTI,2008,Crave Entertainment,0.2,0.33
The King of Fighters Collection: The Orochi Saga,MULTI,2006,Ignition Entertainment,0.2,0.32
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,PS2,2003,Konami Digital Entertainment,0.2,0.2
Arcana Heart 3,MULTI,2011,PQube,0.2,0.25
Jillian Michaels' Fitness Adventure,X360,2011,505 Games,0.2,0.2
State of Decay,XOne,2015,Microsoft Game Studios,0.2,0.2
Saturday Night Speedway,PS2,2004,Play It,0.2,0.2
Langrisser III,SAT,1996,NCS,0.2,0.2
Samurai Spirits (CD),NG,1994,SNK,0.2,0.2
Dragon Ball: Revenge of King Piccolo,Wii,2009,Namco Bandai Games,0.2,0.2
Spectrobes: Origins,Wii,2009,Disney Interactive Studios,0.2,0.2
Earth Defense Force: Insect Armageddon,MULTI,2011,D3Publisher,0.2,0.39
Pitfall: The Lost Expedition,MULTI,2004,Activision,0.2,0.35000000000000003
Le Mans 24 Hours,PS2,2001,Infogrames,0.2,0.2
International Cricket 2010,MULTI,2010,Codemasters,0.2,0.34
ESPN MLB Baseball,MULTI,2004,Sega,0.2,0.34
Neighborhood Games,Wii,2009,THQ,0.2,0.2
All Star Pro-Wrestling,PS2,2000,SquareSoft,0.2,0.2
Way of the Samurai 4,PS3,2011,Nippon Ichi Software,0.2,0.2
Captain America: Super Soldier,MULTI,2011,Sega,0.2,0.44
NHL 17,MULTI,2016,Electronic Arts,0.2,0.35
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,1996,Namco Bandai Games,0.2,0.2
Taiko no Tatsujin: Waku Waku Anime Matsuri,PS2,2003,Namco Bandai Games,0.2,0.2
Dead to Rights II,MULTI,2005,Electronic Arts,0.2,0.31
Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996,ArtDink,0.2,0.2
Ridge Racer 6,X360,2005,Namco Bandai Games,0.2,0.2
Body and Brain Connection,X360,2010,Namco Bandai Games,0.2,0.2
MDK,PS,1997,Interplay,0.2,0.2
Speed Punks,PS,1998,Sony Computer Entertainment,0.2,0.2
No More Heroes: Heroes' Paradise,MULTI,2010,Konami Digital Entertainment,0.2,0.22
NCAA Final Four 2004,PS2,2003,Sony Computer Entertainment,0.2,0.2
Famista 64,N64,0,Namco Bandai Games,0.2,0.2
Roadsters 99,N64,1999,Titus,0.2,0.2
Magical Tetris Challenge,N64,1997,Activision,0.2,0.2
Twisted Edge Extreme Snowboarding,N64,1998,Kemco,0.2,0.2
Disney's Tarzan,N64,2000,Activision,0.2,0.2
Body Harvest,N64,1998,Gremlin Interactive Ltd,0.2,0.2
San Francisco Rush 2049,N64,2000,Midway Games,0.2,0.2
Super Robot Taisen 64,N64,1999,Banpresto,0.2,0.2
Snowboard Kids,N64,1996,Atlus,0.2,0.2
IHRA Drag Racing 2004,XB,2003,Bethesda Softworks,0.2,0.2
Tony Hawk's Pro Skater 5,MULTI,2015,Activision,0.2,0.44
Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,2002,Sammy Corporation,0.2,0.2
The Witch and the Hundred Knight,MULTI,2013,Nippon Ichi Software,0.2,0.28
Nobunaga no Yabou: Reppuuden,PS,1999,Tecmo Koei,0.2,0.2
Hot Wheels: Track Attack,Wii,2010,THQ,0.2,0.2
Schlag den Raab,Wii,2010,Namco Bandai Games,0.2,0.2
Treasure Hunter G,SNES,1996,SquareSoft,0.2,0.2
Untold Legends: Dark Kingdom,PS3,2006,Electronic Arts,0.2,0.2
Wing Arms,SAT,1994,Sega,0.2,0.2
Pro Yaky? Spirits 2013,PS3,2013,Konami Digital Entertainment,0.2,0.2
We Wish You A Merry Christmas,Wii,2009,Destineer,0.2,0.2
BioShock The Collection,MULTI,2016,Take-Two Interactive,0.2,0.28
Namco Museum Vol.4,PS,1996,Sony Computer Entertainment,0.2,0.2
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,MULTI,2005,Konami Digital Entertainment,0.2,0.36
Soldier of Fortune: Payback,MULTI,2007,Activision,0.2,0.35
Gladius,MULTI,2003,Activision,0.2,0.41000000000000003
Family Feud: 2012 Edition,MULTI,2011,Ubisoft,0.2,0.30000000000000004
Record of Agarest War,MULTI,2008,Compile Heart,0.2,0.27
Taiko no Tatsujin: Go! Go! Godaime,PS2,2004,Namco Bandai Games,0.2,0.2
Taiko Drum Master,PS2,2004,Namco Bandai Games,0.2,0.2
Bust-A-Move 2 Arcade Edition,MULTI,1995,Acclaim Entertainment,0.2,0.28
Tetris Worlds (Online Edition),XB,2003,THQ,0.2,0.2
Forgotten Realms: Demon Stone,MULTI,2004,Atari,0.2,0.29000000000000004
Super Baseball Simulator 1.000,SNES,1991,Culture Brain,0.2,0.2
Barbie Horse Adventures: Riding Camp,MULTI,2008,Activision,0.2,0.39
Go Play: Lumberjacks,Wii,2009,Majesco Entertainment,0.2,0.2
Looney Tunes: Space Race,PS2,2002,Infogrames,0.2,0.2
NASCAR Unleashed,MULTI,2011,Activision,0.2,0.42000000000000004
Playboy: The Mansion,MULTI,2005,Ubisoft,0.2,0.29000000000000004
Shiren the Wanderer,Wii,2008,Sega,0.2,0.2
Shaman King: Spirit of Shamans,PS,2002,Namco Bandai Games,0.2,0.2
MC Groovz Dance Craze,GC,2004,Mad Catz,0.2,0.2
Tom and Jerry in House Trap,PS,2000,Ubisoft,0.2,0.2
UFC: Tapout,XB,2002,Crave Entertainment,0.2,0.2
Predator: Concrete Jungle,MULTI,2005,Vivendi Games,0.2,0.30000000000000004
Beyblade: Metal Fusion - Battle Fortress,Wii,2009,Konami Digital Entertainment,0.2,0.2
Big Mutha Truckers 2,MULTI,2005,Xplosiv,0.2,0.27
Zombie Army Trilogy,MULTI,2015,Rebellion Developments,0.2,0.30000000000000004
Mana Khemia 2: Fall of Alchemy,PS2,2008,Gust,0.2,0.2
The Great Escape,MULTI,2003,SCi,0.2,0.26
Arcade Shooting Gallery,Wii,2008,Zoo Games,0.19,0.19
The Rise of the Argonauts,MULTI,2008,Codemasters,0.19,0.36
ESA Foundation Compilation,PS2,2005,Sony Computer Entertainment,0.19,0.19
The King of Fighters XI,PS2,2006,Ignition Entertainment,0.19,0.19
Dragon Ball Z: Idainaru Dragon Ball Densetsu,MULTI,1996,Namco Bandai Games,0.19,0.33999999999999997
Bound By Flame,MULTI,2014,Focus Home Interactive,0.19,0.2
Conflict: Denied Ops,MULTI,2008,Eidos Interactive,0.19,0.38
Saw II: Flesh & Blood,MULTI,2010,Konami Digital Entertainment,0.19,0.35
Sniper Elite,MULTI,2005,Ubisoft,0.19,0.4
Arc Rise Fantasia,Wii,2009,Marvelous Interactive,0.19,0.19
"Ni Hao, Kai-lan: Super Game Day",MULTI,2009,Take-Two Interactive,0.19,0.27
Parlor! Mini 4,SNES,1996,Nippon Telenet,0.19,0.19
The Spiderwick Chronicles,MULTI,2008,Vivendi Games,0.19,0.3
J-League Jikkyou Winning Eleven 3,PS,1997,Konami Digital Entertainment,0.19,0.19
Jissen Pachi-Slot Hisshouhou,SNES,1993,Sammy Corporation,0.19,0.19
Quantum Theory,MULTI,2010,Tecmo Koei,0.19,0.28
NCAA Final Four 2003,PS2,2002,Sony Computer Entertainment,0.19,0.19
Air Conflicts: Secret Wars,MULTI,2011,bitComposer Games,0.19,0.27
Rio,MULTI,2011,THQ,0.19,0.45
J-League Excite Stage '96,SNES,1996,Epoch,0.19,0.19
Risen,X360,2009,Deep Silver,0.19,0.19
Breath of Fire: Dragon Quarter,PS2,2002,Capcom,0.19,0.19
Jikkyou J-League Perfect Striker,N64,1996,Konami Digital Entertainment,0.19,0.19
Super Robot Taisen: Scramble Commander,PS2,2003,Banpresto,0.19,0.19
Re-Volt,MULTI,1998,Acclaim Entertainment,0.19,0.37
Descent,PS,1996,Interplay,0.19,0.19
DanceMasters,X360,2010,Konami Digital Entertainment,0.19,0.19
Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Nintendo,0.19,0.19
Jeep Thrills,Wii,2008,Zoo Digital Publishing,0.19,0.19
FaceBreaker,MULTI,2008,Electronic Arts,0.19,0.36
IHRA Professional Drag Racing 2005,MULTI,2004,Bethesda Softworks,0.19,0.25
Mace Griffin: Bounty Hunter,MULTI,2003,Electronic Arts,0.19,0.3
Chaotic: Shadow Warriors,MULTI,2009,Activision,0.19,0.5
Trivial Pursuit unhinged,MULTI,2004,Atari,0.19,0.28
Aliens versus Predator: Extinction,MULTI,2003,Electronic Arts,0.19,0.27
Silent Scope 2: Dark Silhouette,PS2,2001,Konami Digital Entertainment,0.19,0.19
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,1996,Konami Digital Entertainment,0.19,0.19
NHL Hitz Pro,MULTI,2003,Midway Games,0.19,0.3
Allied General,PS,1996,SSI,0.19,0.19
Fire ProWrestling G,PS,1999,Human Entertainment,0.19,0.19
Kamen Rider: Battride War,PS3,2013,Namco Bandai Games,0.19,0.19
Armored Core: For Answer,MULTI,2008,Ubisoft,0.19,0.33999999999999997
uDraw Studio: Instant Artist,MULTI,2011,THQ,0.19,0.21
GunGriffon,SAT,1995,Sega,0.19,0.19
SingStar Pop Vol.2,PS2,2008,Sony Computer Entertainment,0.19,0.19
SNK Arcade Classics Vol. 1,MULTI,2008,Ignition Entertainment,0.19,0.26
Darkstalkers 3,PS,1998,Capcom,0.19,0.19
SpongeBob's Surf & Skate Roadtrip,X360,2011,THQ,0.19,0.19
Frequency,PS2,2001,Sony Computer Entertainment,0.19,0.19
Inazuma Eleven Strikers 2012 Xtreme,Wii,2011,Level 5,0.19,0.19
Jampack: Summer 2003 (RP-T),PS2,2003,Sony Computer Entertainment,0.19,0.19
Monster 4x4: Stunt Racer,Wii,2009,Ubisoft,0.19,0.19
Sudeki,XB,2004,Microsoft Game Studios,0.19,0.19
Rango: The Video Game,MULTI,2011,Electronic Arts,0.19,0.46
Hexen,N64,1996,GT Interactive,0.19,0.19
Mace: The Dark Age,N64,1997,GT Interactive,0.19,0.19
AeroFighters Assault,N64,1997,Video System,0.19,0.19
Puyo Puyo Sun 64,N64,1997,Compile,0.19,0.19
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,1996,Imagineer,0.19,0.19
Quake,N64,1998,GT Interactive,0.19,0.19
Squeeballs Party,Wii,2009,Performance Designed Products,0.19,0.19
Where's Waldo? The Fantastic Journey,Wii,2009,Ubisoft,0.19,0.19
Family Game Night 4: The Game Show,MULTI,2011,Electronic Arts,0.19,0.38
Fighter Within,XOne,2013,Ubisoft,0.19,0.19
Warhammer: Shadow of the Horned Rat,PS,1996,Mindscape,0.19,0.19
Warriors: Legends of Troy,MULTI,2011,Tecmo Koei,0.19,0.25
ESPN International Track & Field,PS2,2000,Konami Digital Entertainment,0.19,0.19
Conflict: Global Terror,MULTI,2005,Eidos Interactive,0.19,0.29000000000000004
Tamagotchi Party On!,Wii,2006,Namco Bandai Games,0.19,0.19
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PS2,2006,D3Publisher,0.19,0.19
Shaun White Skateboarding,MULTI,2010,Ubisoft,0.19,0.54
The Heavy Rain and Beyond: Two Souls Collection,PS4,2016,Sony Computer Entertainment,0.19,0.19
Gungrave,PS2,2002,Activision,0.19,0.19
Phantasy Star Universe,MULTI,2006,Sega,0.19,0.31
Transworld Surf,MULTI,2002,Atari,0.19,0.32
Tenchu: Fatal Shadows,PS2,2004,Sega,0.19,0.19
The Legend of Spyro: A New Beginning,GC,2006,Vivendi Games,0.19,0.19
International Soccer,2600,1981,Mattel Interactive,0.19,0.19
Sing4: The Hits Edition,Wii,2011,Crave Entertainment,0.19,0.19
Princess Maker: Yumemiru Yosei,PS,1997,Sony Computer Entertainment,0.19,0.19
Big Air,PS,1999,Accolade,0.19,0.19
Shining Force II,GEN,1993,Sega,0.19,0.19
Gallop Racer,PS,1999,Tecmo Koei,0.19,0.19
Taiko no Tatsujin: Wii U Version!,WiiU,2013,Namco Bandai Games,0.19,0.19
College Slam,PS,1995,Acclaim Entertainment,0.19,0.19
Mushroom Men: The Spore Wars,Wii,2008,SouthPeak Games,0.19,0.19
Zumba Fitness Rush,X360,2012,505 Games,0.19,0.19
Pro Yaky? Spirits 4,MULTI,2007,Konami Digital Entertainment,0.19,0.26
SoulCalibur Legends,Wii,2007,Namco Bandai Games,0.19,0.19
Rise of the Kasai,PS2,2005,Sony Computer Entertainment,0.19,0.19
Thoroughbred Breeder,SNES,1993,Hect,0.19,0.19
Nobunaga no Yabou: Souzou,MULTI,2013,Tecmo Koei,0.19,0.25
Doctor Who: Return to Earth,Wii,2010,Asylum Entertainment,0.19,0.19
The Munchables,Wii,2009,Namco Bandai Games,0.19,0.19
We Dance,Wii,2011,Nordic Games,0.19,0.19
Singstar: Ultimate Party,MULTI,2014,Sony Computer Entertainment Europe,0.19,0.33
Mathews Bowhunting,Wii,2010,Zoo Games,0.19,0.19
One Piece: Unlimited Adventure,Wii,2007,Namco Bandai Games,0.19,0.19
Remington Super Slam Hunting: North America,Wii,2010,Mastiff,0.19,0.19
Star Trek: Legacy,X360,0,Ubisoft,0.19,0.19
ThunderStrike 2,PS,1994,Core Design Ltd.,0.19,0.19
Disney's Meet the Robinsons,MULTI,2007,Disney Interactive Studios,0.19,0.31
Pro Yaky? Spirits 2012,PS3,2012,Konami Digital Entertainment,0.19,0.19
Super Real Mahjong P V,SAT,1995,Seta Corporation,0.19,0.19
Bubsy 3D,PS,1996,Accolade,0.19,0.19
NCAA Final Four 2001,MULTI,2000,Sony Computer Entertainment,0.19,0.35
Robin Hood: Defender of the Crown,MULTI,2003,Capcom,0.19,0.22
SD Gundam GX,SNES,1994,Namco Bandai Games,0.19,0.19
R-Type Final,PS2,2003,Metro 3D,0.19,0.19
Sega GT 2002,XB,2002,Sega,0.19,0.19
Ty the Tasmanian Tiger 3: Night of the Quinkan,MULTI,2005,Activision,0.19,0.3
Samurai Warriors 2: Empires,MULTI,2006,Tecmo Koei,0.19,0.23
Jurassic: The Hunted,MULTI,2009,Activision,0.19,0.61
J-League Pro Soccer Club o Tsukurou! 5,PS2,2007,Sega,0.19,0.19
Dance Central: Spotlight,XOne,2014,Microsoft Game Studios,0.19,0.19
Hot Wheels: Battle Force 5,Wii,2009,Activision,0.19,0.19
Dragon Blade: Wrath of Fire,Wii,2007,D3Publisher,0.19,0.19
La Pucelle: Tactics,PS2,2002,Tecmo Koei,0.19,0.19
Call of Juarez,X360,2007,Ubisoft,0.19,0.19
Star Wars: The Clone Wars & Tetris Worlds,XB,2002,Microsoft Game Studios,0.19,0.19
EverQuest Online Adventures: Frontiers,PS2,2003,Sony Online Entertainment,0.19,0.19
NBA Ballers: Chosen One,MULTI,2008,Midway Games,0.19,0.32
Treasures of the Deep,PS,1997,Namco Bandai Games,0.19,0.19
Phantasy Star Online Ver. 2,DC,2001,Sega,0.19,0.19
EyePet & Friends,PS3,2011,Sony Computer Entertainment,0.19,0.19
Fight Club,MULTI,2004,Vivendi Games,0.18,0.29
Syndicate,MULTI,2012,Electronic Arts,0.18,0.32999999999999996
Dance Dance Revolution: Disney Grooves,Wii,2009,Konami Digital Entertainment,0.18,0.18
Harvest Moon: A Wonderful Life Special Edition,PS2,2004,505 Games,0.18,0.18
.hack//Quarantine Part 4: The Final Chapter,PS2,2003,Atari,0.18,0.18
Close Combat: First to Fight,XB,2005,Take-Two Interactive,0.18,0.18
MotoGP 14,MULTI,2014,Milestone S.r.l.,0.18,0.39
Indiana Jones and the Emperor's Tomb,XB,2003,LucasArts,0.18,0.18
Buffy the Vampire Slayer: Chaos Bleeds,MULTI,2003,Vivendi Games,0.18,0.32999999999999996
Reel Fishing II,PS,2000,Victor Interactive,0.18,0.18
Ringling Bros. and Barnum & Bailey Circus,Wii,2009,Take-Two Interactive,0.18,0.18
Driving Emotion Type-S,PS2,2000,Electronic Arts,0.18,0.18
Siren,PS2,2003,Sony Computer Entertainment,0.18,0.18
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,505 Games,0.18,0.18
Dynasty Warriors 8: Empires,MULTI,2014,Tecmo Koei,0.18,0.33999999999999997
Ar tonelico 2: Melody of Metafalica,PS2,2007,Nippon Ichi Software,0.18,0.18
Lips: Party Classics,X360,2010,Microsoft Game Studios,0.18,0.18
Casper: Friends Around the World,PS,2000,TDK Core,0.18,0.18
Amplitude,PS2,2003,Sony Computer Entertainment,0.18,0.18
Shape Up,XOne,2014,Ubisoft,0.18,0.18
AirForce Delta Storm,XB,2001,Konami Digital Entertainment,0.18,0.18
Trauma Team,Wii,0,Unknown,0.18,0.18
Fear Effect 2: Retro Helix,PS,2001,Eidos Interactive,0.18,0.18
International Superstar Soccer 2000 (JP weekly sales),N64,1999,Konami Digital Entertainment,0.18,0.18
Chocobo no Fushigi Dungeon for WonderSwan,WS,1999,Namco Bandai Games,0.18,0.18
Klonoa: Door to Phantomile,PS,1997,Sony Computer Entertainment,0.18,0.18
Vietcong: Purple Haze,MULTI,2004,Gathering of Developers,0.18,0.26
Summer Athletics: The Ultimate Challenge,MULTI,2008,DTP Entertainment,0.18,0.21
Let's TAP,Wii,2008,Sega,0.18,0.18
Cabela's Adventure Camp,MULTI,2011,Activision,0.18,0.39
Bloody Roar: Primal Fury,GC,2002,Activision,0.18,0.18
We Sing UK Hits,Wii,2011,Nordic Games,0.18,0.18
Mega Man Soccer,SNES,1993,Capcom,0.18,0.18
Rabbids Party Collection,Wii,2010,Ubisoft,0.18,0.18
Trinity Universe,PS3,2009,Nippon Ichi Software,0.18,0.18
Vampire Savior: The Lord of Vampire,SAT,1998,Capcom,0.18,0.18
Test Drive Off-Road Wide Open,XB,2001,Infogrames,0.18,0.18
Guilty Gear Xrd: Sign,MULTI,2014,Arc System Works,0.18,0.33999999999999997
Pro Yaky? Spirits 2011,PS3,2011,Konami Digital Entertainment,0.18,0.18
Battle Commander: Hachibushu Shura no Heihou,SNES,1991,Banpresto,0.18,0.18
Backbreaker,MULTI,0,Unknown,0.18,0.35
Odin Sphere: Leifthrasir,MULTI,2016,Nippon Ichi Software,0.18,0.24
Jampack Vol. 1,PS,1996,Sony Computer Entertainment,0.18,0.18
Mega Man X: Command Mission,MULTI,2004,Capcom,0.18,0.3
Tokyo Xtreme Racer DRIFT,PS2,2003,Genki,0.18,0.18
Moon,PS,1997,ASCII Entertainment,0.18,0.18
Gokujou Parodius,SNES,1994,Konami Digital Entertainment,0.18,0.18
A.C.E.: Another Century's Episode 2,PS2,2006,Banpresto,0.18,0.18
Ridge Racer Unbounded,MULTI,2012,Namco Bandai Games,0.18,0.3
Full Auto 2: Battlelines,PS3,2006,Sega,0.18,0.18
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000,Sega,0.18,0.18
The Adventures of Cookie & Cream,PS2,2000,Empire Interactive,0.18,0.18
Splatterhouse,MULTI,2010,Namco Bandai Games,0.18,0.35
MindJack,MULTI,2011,Square Enix,0.18,0.28
World of Outlaws: Sprint Cars,X360,2010,THQ,0.18,0.18
F1 Challenge,SAT,1994,Sega,0.18,0.18
Shadow Madness,PS,1999,Crave Entertainment,0.18,0.18
American Chopper 2: Full Throttle,MULTI,2005,Zoo Digital Publishing,0.18,0.28
Heavy Fire: Afghanistan,MULTI,2011,Unknown,0.18,0.29
Commandos 2: Men of Courage,MULTI,2002,Eidos Interactive,0.18,0.25
Pirates: Hunt For Blackbeard's Booty,Wii,2008,Activision,0.18,0.18
Godzilla (2015),PS4,2014,Namco Bandai Games,0.18,0.18
Race Pro,X360,2009,Atari,0.18,0.18
Atari Anniversary Edition Redux,PS,2000,Infogrames,0.18,0.18
Fireblade,MULTI,2002,Midway Games,0.18,0.29
Mercury Meltdown Revolution,Wii,2007,Ignition Entertainment,0.18,0.18
WordJong Party,Wii,2008,Destineer,0.18,0.18
Brunswick Circuit Pro Bowling,MULTI,1998,THQ,0.18,0.24
Velvet Assassin,X360,2009,DTP Entertainment,0.18,0.18
Ball Breakers,PS,2000,Take-Two Interactive,0.18,0.18
Mobile Suit Gundam Seed Destiny: Generation of C.E.,PS2,2005,Namco Bandai Games,0.18,0.18
EyeToy: Groove,PS2,2003,Sony Computer Entertainment,0.18,0.18
Twisted Metal: Small Brawl,PS,0,Unknown,0.18,0.18
Armored Core: Last Raven,PS2,2005,505 Games,0.18,0.18
K-1 World Grand Prix,PS2,2002,Konami Digital Entertainment,0.18,0.18
Otomedius Excellent,X360,0,Unknown,0.18,0.18
Biohazard: Revival Selection,MULTI,2011,Capcom,0.18,0.21
UFC: Sudden Impact,PS2,2004,Global Star,0.18,0.18
Shawn Johnson Gymnastics,Wii,2010,Zoo Games,0.18,0.18
NBA Hoopz,MULTI,2001,Midway Games,0.18,0.31
Brunswick Cosmic Bowling,Wii,2010,GameMill Entertainment,0.18,0.18
Speedball 2100,PS,2000,Empire Interactive,0.18,0.18
LEGO Island 2: The Brickster's Revenge,PS,2001,LEGO Media,0.18,0.18
Summon Night 4,PS2,2006,Banpresto,0.18,0.18
Pro Yaky? Spirits 5,MULTI,2008,Konami Digital Entertainment,0.18,0.29
NBA Starting Five,MULTI,0,Unknown,0.18,0.19999999999999998
Castlevania Judgment,Wii,2008,Konami Digital Entertainment,0.18,0.18
The Suffering: Ties That Bind,MULTI,2005,Midway Games,0.17,0.26
EyeToy: Kinetic,PS2,2005,Sony Computer Entertainment,0.17,0.17
Stormrise,MULTI,2009,Sega,0.17,0.32
Green Lantern: Rise of the Manhunters,MULTI,2011,Warner Bros. Interactive Entertainment,0.17,0.4
The Wild Thornberrys: Animal Adventures,PS,2000,Mattel Interactive,0.17,0.17
MotoGP 10/11,MULTI,2011,Capcom,0.17,0.23
SEGA Bass Fishing Duel,PS2,2002,Sega,0.17,0.17
Fairytale Fights,MULTI,2009,Playlogic Game Factory,0.17,0.34
Mark Davis Pro Bass Challenge,PS2,2002,Natsume,0.17,0.17
Warriors of Might and Magic,MULTI,2001,3DO,0.17,0.30000000000000004
Open Season,MULTI,2006,Ubisoft,0.17,0.38
Back to the Future: The Game,MULTI,2015,Telltale Games,0.17,0.37
Project Spark,XOne,2014,Microsoft Game Studios,0.17,0.17
Street Fighter: The Movie,PS,1995,Acclaim Entertainment,0.17,0.17
Global Defence Force,PS2,2005,Essential Games,0.17,0.17
