Name,Platform,Year,Publisher,Global_Sales,Total_Sales
NHL Blades of Steel 2000,PS,1999,Konami Digital Entertainment,0.04,0.04
Outlaw Volleyball Remixed,PS2,2004,Global Star,0.04,0.04
The Adventures of Darwin,PS2,2006,Essential Games,0.04,0.04
Hyperdimension Neptunia Victory II,PS4,2015,Idea Factory International,0.04,0.04
Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001,Infogrames,0.04,0.04
Warhammer: Dark Omen,PS,1998,Electronic Arts,0.04,0.04
Ballistic,PS,1999,Atari,0.04,0.04
Sega Rally 2006,PS2,0,Unknown,0.04,0.04
Gundam Battle Online,DC,2001,Namco Bandai Games,0.04,0.04
Shonen Jump's One Piece: Grand Adventure,MULTI,2006,Namco Bandai Games,0.04,0.06
Kevin Van Dam: Big Bass Challenge,Wii,2010,Zoo Games,0.04,0.04
Stolen,PS2,2005,Hip Interactive,0.04,0.04
Glacier2,Wii,2009,Zoo Games,0.04,0.04
Memories Off 6: T-Wave,PS2,2008,5pb,0.04,0.04
Superstars V8 Racing,MULTI,2009,Black Bean Games,0.04,0.05
Hatsune Miku: Project Diva X,PS4,2016,Sega,0.04,0.04
Sleepover Party,Wii,2009,Ubisoft,0.04,0.04
Ide Yosuke no Mahjong Kazoku,PS,1995,Seta Corporation,0.04,0.04
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001,Ubisoft,0.04,0.04
Story Hour: Fairy Tales,Wii,2008,Zoo Digital Publishing,0.04,0.04
Countdown Vampires,PS,1999,Namco Bandai Games,0.04,0.04
Crypt Killer,PS,1997,Konami Digital Entertainment,0.04,0.04
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002,Enix Corporation,0.04,0.04
Battle Hunter,PS,1999,Midas Interactive Entertainment,0.04,0.04
PO'ed,PS,1996,Time Warner Interactive,0.04,0.04
Adidas Power Soccer,PS,1996,Psygnosis,0.04,0.04
Darklight Conflict,PS,1997,Electronic Arts,0.04,0.04
Art of Fighting 3: The Path of the Warrior,NG,1996,SNK,0.04,0.04
Rabbids Land,WiiU,2012,Ubisoft,0.04,0.04
Konami Arcade Classics,PS,1999,Konami Digital Entertainment,0.04,0.04
Echo Night Beyond,PS2,2004,Indie Games,0.04,0.04
Shin Hayarigami,PS3,2014,Nippon Ichi Software,0.04,0.04
Jikkyou World Soccer 2002,PS2,2002,Konami Digital Entertainment,0.04,0.04
Tenshou Gakuen Gekkouroku,PS2,2006,Asmik Ace Entertainment,0.04,0.04
Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008,Sony Computer Entertainment,0.04,0.04
Ragnarok Odyssey,PS3,2014,GungHo,0.04,0.04
Rugby 08,PS2,2007,Electronic Arts,0.04,0.04
Pia Carrot e Youkoso!! 2.5,DC,2008,NEC Interchannel,0.04,0.04
Cy Girls,PS2,2004,Konami Digital Entertainment,0.04,0.04
World of Tanks,X360,0,0,0.04,0.04
Monster Hunter Frontier Online: Season 9.0,X360,2010,Capcom,0.04,0.04
Galaxy Fight,SAT,1994,Sunsoft,0.04,0.04
Chaos Wars,PS2,2006,Idea Factory,0.04,0.04
Steambot Chronicles,PS2,2005,505 Games,0.04,0.04
Mr. Driller,PS,1999,Namco Bandai Games,0.04,0.04
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008,D3Publisher,0.04,0.04
Chaos;Head Noah,X360,2009,5pb,0.04,0.04
Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009,Aqua Plus,0.04,0.04
Legasista,PS3,2012,Nippon Ichi Software,0.04,0.04
Fatal Fury: Battle Archives Volume 1,PS2,2006,Ignition Entertainment,0.04,0.04
Rhapsody: A Musical Adventure,PS,1998,Nippon Ichi Software,0.04,0.04
Music Maker: Rockstar,PS2,2009,Magix,0.04,0.04
Formula 1 06,PS2,2006,Sony Computer Entertainment,0.04,0.04
Without Warning,MULTI,2005,Capcom,0.04,0.06
Fighting Vipers 2,DC,2000,Sega,0.04,0.04
Sudoku Ball Detective,Wii,2009,Playlogic Game Factory,0.04,0.04
Castlevania: Lords of Shadow - Reverie,MULTI,2011,Konami Digital Entertainment,0.04,0.06
Beatdown: Fists of Vengeance,XB,2005,Capcom,0.04,0.04
Enchanted Arms (JP sales),MULTI,2007,Ubisoft,0.04,0.06
Hakuouki: Zuisouroku,PS2,2009,Idea Factory,0.04,0.04
Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006,Sega,0.04,0.04
SD Gundam Force: Showdown!,PS2,2004,Namco Bandai Games,0.04,0.04
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006,Konami Digital Entertainment,0.04,0.04
Flow: Urban Dance Uprising,PS2,2005,Ubisoft,0.04,0.04
True Pinball,PS,1996,Ocean,0.04,0.04
J-League Pro Striker 2,GEN,1994,Sega,0.04,0.04
Super Robot Taisen: Scramble Commander the 2nd,PS2,2007,Banpresto,0.04,0.04
Espgaluda II Black Label,X360,2010,Cave,0.04,0.04
Swords,Wii,0,Unknown,0.04,0.04
Deception III: Dark Delusion,PS,1999,Tecmo Koei,0.04,0.04
Penguins of Madagascar,MULTI,2014,Namco Bandai Games,0.04,0.06
Cook Wars,Wii,2009,Ubisoft,0.04,0.04
NHRA Drag Racing: Countdown to the Championship,PS2,2007,THQ,0.04,0.04
Black Stone: Magic & Steel,XB,2003,THQ,0.04,0.04
Assassin's Creed Chronicles: China,PS4,2015,Ubisoft,0.04,0.04
Harukanaru Toki no Naka de: Maihitoyo,PS2,2006,Tecmo Koei,0.04,0.04
Painkiller: Hell Wars,XB,2006,DreamCatcher Interactive,0.04,0.04
FunkMaster Flex's Digital Hitz Factory,PS2,2003,Jester Interactive,0.04,0.04
Batman: A Telltale Game Series,MULTI,2016,Telltale Games,0.04,0.05
Castlevania Bloodlines,GEN,1994,Konami Digital Entertainment,0.04,0.04
Rebel Raiders: Operation Nighthawk,PS2,2006,Kando Games,0.03,0.03
Zenkoku Dekotora Matsuri,Wii,2008,Jaleco,0.03,0.03
Onechanbara Z Kagura,MULTI,2013,D3Publisher,0.03,0.06
Marines: Modern Urban Combat,Wii,2010,O-Games,0.03,0.03
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010,Unknown,0.03,0.03
XBLAZE Code: Embryo,PS3,2013,Arc System Works,0.03,0.03
The Idolmaster: Gravure For You! Vol. 4,PS3,2012,Namco Bandai Games,0.03,0.03
Asterix & Obelix: Kick Buttix,PS2,2004,Atari,0.03,0.03
Radiant Silvergun,SAT,1998,ESP,0.03,0.03
Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006,Daito,0.03,0.03
Maximum Racing: Drag & Stock Racer,Wii,2010,Nordic Games,0.03,0.03
Resident Evil 4 HD,MULTI,2016,Capcom,0.03,0.04
Tour de France 2014,MULTI,2014,Focus Home Interactive,0.03,0.05
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012,Fields,0.03,0.03
Wangan Midnight,PS3,2007,Genki,0.03,0.03
ESPN NBA 2Night 2002,MULTI,2002,Konami Digital Entertainment,0.03,0.04
Kekkaishi: Kokubourou no Kage,Wii,2007,Namco Bandai Games,0.03,0.03
Trap Gunner: Countdown to Oblivion,PS,1998,Konami Digital Entertainment,0.03,0.03
Suzumiya Haruhi no Tsuisou,PS3,2011,Namco Bandai Games,0.03,0.03
Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,2009,Tecmo Koei,0.03,0.03
Tsuyo Kiss: Mighty Heart,PS2,2006,Princess Soft,0.03,0.03
Gacharoku,PS2,2002,Sony Computer Entertainment,0.03,0.03
SD Gundam G Generation: Gather Beat 2,WS,2001,Namco Bandai Games,0.03,0.03
Who Wants to be a Millionaire: 1st Edition,Wii,2007,Ubisoft,0.03,0.03
Battle Engine Aquila,MULTI,2003,Atari,0.03,0.05
Special Forces: Nemesis Strike,XB,2005,Hip Interactive,0.03,0.03
Women's Volleyball Championship,PS2,2007,Spike,0.03,0.03
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007,Konami Digital Entertainment,0.03,0.03
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,2007,Tecmo Koei,0.03,0.03
Battle Assault 3 featuring Gundam Seed,PS2,2004,Namco Bandai Games,0.03,0.03
Crimson Tears,PS2,2004,Capcom,0.03,0.03
Batman Forever: The Arcade Game,PS,1996,Acclaim Entertainment,0.03,0.03
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011,Nippon Ichi Software,0.03,0.03
M&Ms Shell Shocked,PS,2001,Berkeley,0.03,0.03
K-On! After School Live!! HD Ver.,PS3,2012,Sega,0.03,0.03
Metal Gear Solid: The Essential Collection (JP sales),PS2,2007,Konami Digital Entertainment,0.03,0.03
3D Baseball,PS,1996,BMG Interactive Entertainment,0.03,0.03
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007,Hackberry,0.03,0.03
First Queen: Ornic Senki,SNES,1994,Culture Brain,0.03,0.03
Dream C Club Zero,X360,2011,D3Publisher,0.03,0.03
Tail Concerto,PS,1998,Namco Bandai Games,0.03,0.03
The Sum of All Fears,GC,2003,Ubisoft,0.03,0.03
Night Head: The Labyrinth,PS,1995,Fuji,0.03,0.03
JoJo's Bizarre Adventure: Eyes of Heaven,MULTI,2015,Namco Bandai Games,0.03,0.06
Gaia Saver Hero Saidai no Sakusen,SNES,1994,Banpresto,0.03,0.03
EverBlue 2,PS2,2002,Capcom,0.03,0.03
NASCAR Heat Evolution,MULTI,2016,Dusenberry Martin Racing,0.03,0.05
Safari Adventures: Africa,Wii,2007,Neko Entertainment,0.03,0.03
Maximum Racing: GP Classic Racing,Wii,2010,Nordic Games,0.03,0.03
Rugby League Live 3,MULTI,2015,Tru Blu Entertainment,0.03,0.09
PowerSlave,PS,1996,BMG Interactive Entertainment,0.03,0.03
Project Gotham Racing 2 (JP weekly sales),XB,2003,Microsoft Game Studios,0.03,0.03
Ukiyo no Shishi,PS3,2015,Namco Bandai Games,0.03,0.03
Jewel Master: Cradle of Rome,Wii,2008,Rondomedia,0.03,0.03
Beastly,Wii,2011,Unknown,0.03,0.03
Crash Time: Autobahn Pusuit,X360,2008,RTL,0.03,0.03
YoKai Watch Dance: Just Dance Special Version,WiiU,2015,Level 5,0.03,0.03
Super Hero Generation,PS3,2014,Namco Bandai Games,0.03,0.03
.hack: Sekai no Mukou ni + Versus,PS3,2012,Namco Bandai Games,0.03,0.03
Disney Sports Soccer,GC,2002,Konami Digital Entertainment,0.03,0.03
Disney's Hide & Sneak,GC,2003,Capcom,0.03,0.03
Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2,2008,Tecmo Koei,0.03,0.03
Raw Danger!,PS2,2006,505 Games,0.03,0.03
Monster Rancher Hop-A-Bout,PS,2000,Tecmo Koei,0.03,0.03
Accel World: Ginyoku no Kakusei,PS3,2012,Namco Bandai Games,0.03,0.03
GunGriffon: Allied Strike,XB,2004,Microsoft Game Studios,0.03,0.03
Majesty 2: The Fantasy Kingdom Sim,X360,0,Unknown,0.03,0.03
BeatMania IIDX 14 Gold,PS2,2008,Konami Digital Entertainment,0.03,0.03
PopCap Arcade Vol 2,X360,2009,PopCap Games,0.03,0.03
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996,ASK,0.03,0.03
Madou Monogatari,SAT,1998,Compile,0.03,0.03
Tork: Prehistoric Punk,XB,2005,Microsoft Game Studios,0.03,0.03
Togainu no Chi: True Blood,PS2,2008,Kadokawa Shoten,0.03,0.03
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,2008,Hackberry,0.03,0.03
Rampo,SAT,1995,Sega,0.03,0.03
SingStar Chartbreaker,PS3,2009,Sony Computer Entertainment,0.03,0.03
Hiiro no Kakera 2: Hisui no Shizuku,PS2,2007,Idea Factory,0.03,0.03
SingStar Fussballhits,PS3,2010,Sony Computer Entertainment,0.03,0.03
Dance Factory,PS2,2006,Codemasters,0.03,0.03
DragonHeart: Fire & Steel,PS,1996,Acclaim Entertainment,0.03,0.03
Nishijin Pachinko Monogatari 2,SNES,1996,KSS,0.03,0.03
Chaos;Head - Love Chu*Chu!,X360,2010,5pb,0.03,0.03
Mushihimesama Futari Ver 1.5,X360,2009,Cave,0.03,0.03
Hajime no Ippo: The Fighting! (2014),PS3,2014,Namco Bandai Games,0.03,0.03
Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007,Nintendo,0.03,0.03
thinkSMART FAMILY!,Wii,2010,Conspiracy Entertainment,0.03,0.03
Otometeki Koi Kakumei * Love Revo,PS2,2006,Interchannel,0.03,0.03
Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017,Sega,0.03,0.03
Otomedius Gorgeous,X360,2008,Konami Digital Entertainment,0.03,0.03
Egg Mania: Eggstreme Madness,MULTI,2002,Kemco,0.03,0.05
Super Heroine Chronicle,PS3,2014,Namco Bandai Games,0.03,0.03
Boot Camp Academy,Wii,2010,Zoo Games,0.03,0.03
Kiniro no Corda 3,PS2,2010,Tecmo Koei,0.03,0.03
Darkstalkers Resurrection,PS3,2013,Capcom,0.03,0.03
Highschool Terra Story,SAT,1998,KID,0.03,0.03
Suggoi! Arcana Heart 2,PS2,2009,AQ Interactive,0.03,0.03
Puzzle & Action: Tant-R,GEN,1994,Sega,0.03,0.03
Galleon: Islands of Mystery,XB,2004,SCi,0.03,0.03
World Sports Competition,PS3,2009,Hudson Soft,0.03,0.03
Summon Night 6: Lost Borders,PS4,2016,Namco Bandai Games,0.03,0.03
Far East of Eden Shinden,NG,1995,Hudson Soft,0.03,0.03
Sunny Garcia Surfing,PS2,2001,Ubisoft,0.03,0.03
MotorHead,PS,1998,Gremlin Interactive Ltd,0.03,0.03
Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010,Tecmo Koei,0.03,0.03
Dancing Blade II: Tears of Eden,PS,1999,Konami Digital Entertainment,0.03,0.03
Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,2008,Idea Factory,0.03,0.03
BeatMania IIDX 13: DistorteD,PS2,2007,Konami Digital Entertainment,0.03,0.03
Go! Go! Hypergrind,GC,2003,Atlus,0.03,0.03
Peak Performance,PS,1997,JVC,0.03,0.03
Dance Dance Revolution: Hottest Party 5,Wii,2011,Konami Digital Entertainment,0.03,0.03
Who Wants to be a Millionaire: 2nd Edition,Wii,2008,Ubisoft,0.03,0.03
S.L.A.I.: Steel Lancer Arena International,PS2,2005,Konami Digital Entertainment,0.03,0.03
Zoboomafoo: Leapin' Lemurs!,PS,2001,Encore,0.03,0.03
Dennou Senki Virtual-On Force,X360,2010,Sega,0.03,0.03
Graffiti Kingdom,PS2,2004,505 Games,0.03,0.03
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014,Namco Bandai Games,0.03,0.03
Lethal Enforcers I & II,PS,1996,Konami Digital Entertainment,0.03,0.03
Cabela's Big Game Hunter: Pro Hunts,MULTI,2014,Activision,0.03,0.08
Ducati World Racing Challenge,PS,2001,Acclaim Entertainment,0.03,0.03
Pop'n Music 14 Fever!,PS2,2007,Konami Digital Entertainment,0.03,0.03
Senko no Ronde DUO,X360,2010,G.Rev,0.03,0.03
Starshot: Space Circus Fever,N64,1998,Infogrames,0.03,0.03
Charlie Blasts Territory,N64,1999,Kemco,0.03,0.03
Big Mountain 2000,N64,1998,Imagineer,0.03,0.03
Daibakushou: Jinsei Gekijou,SNES,1995,Taito,0.03,0.03
The Idolmaster: Gravure For You! Vol. 5,PS3,2012,Namco Bandai Games,0.03,0.03
S.Y.K Renshouden,PS2,2010,Idea Factory,0.03,0.03
Konpeki no Kantai,SNES,1995,Angel Studios,0.03,0.03
D.C.I.F.: Da Capo Innocent Finale,PS2,2009,Sweets,0.03,0.03
Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007,Broccoli,0.03,0.03
Nectaris: Military Madness,PS,1998,Hudson Soft,0.03,0.03
Tenka-bito,PS2,2006,Sega,0.03,0.03
BRAHMA Force: The Assault on Beltlogger 9,PS,1996,JVC,0.03,0.03
Samurai Spirits: Tenkaichi Kenkakuden,PS2,0,Unknown,0.03,0.03
Robo Pit,PS,1995,Kokopeli Digital Studios,0.03,0.03
Story Hour: Adventures,Wii,2008,Zoo Digital Publishing,0.03,0.03
Muv-Luv Alternative: Total Eclipse,PS3,2013,5pb,0.03,0.03
Hakuouki,PS2,2008,Idea Factory,0.03,0.03
Monster Hunter Frontier Online: Season 10,X360,2011,Capcom,0.03,0.03
Master of Monsters: Disciples of Gaia,PS,1997,Agetec,0.03,0.03
Virtual Pool: Tournament Edition,XB,2005,Global Star,0.03,0.03
Kung Fu Panda: Showdown of Legendary Legends,MULTI,2015,Little Orbit,0.03,0.05
Let's Dance with Mel B,MULTI,2011,Black Bean Games,0.03,0.08
Culdcept,PS2,2002,Sega,0.03,0.03
Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996,NEC,0.03,0.03
BeatMania IIDX 15: DJ Troopers,PS2,2008,Konami Digital Entertainment,0.03,0.03
Heathcliff! The Fast and the Furriest,Wii,2010,Storm City Games,0.03,0.03
Worms,MULTI,2009,Sony Computer Entertainment,0.03,0.05
Hissatsu Pachinko Collection 3,SNES,1995,Sunsoft,0.03,0.03
Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,Konami Digital Entertainment,0.03,0.03
Secret Files 2: Puritas Cordis,Wii,2009,Deep Silver,0.03,0.03
DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Namco Bandai Games,0.03,0.03
Rugby League Live,MULTI,2010,Home Entertainment Suppliers,0.03,0.06
Grid Runner,PS,1996,Virgin Interactive,0.03,0.03
Metal Dungeon,XB,2002,Xicat Interactive,0.03,0.03
Guitar Freaks V & DrumMania V,PS2,2006,Konami Digital Entertainment,0.03,0.03
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,2011,Unknown,0.03,0.03
Triple Pack: Xbox Live Arcade Compilation,X360,2011,Microsoft Game Studios,0.03,0.03
101-in-1 Sports Party Megamix,Wii,2010,Nordcurrent,0.03,0.03
Roadsters,PS,2000,Titus,0.03,0.03
Exist Archive: The Other Side of the Sky,PS4,2015,Aksys Games,0.03,0.03
DeathSmiles II,X360,2010,Cave,0.03,0.03
Whiteout,MULTI,2002,Konami Digital Entertainment,0.03,0.05
Galaxy Angel II: Zettairyouiki no Tobira,PS2,2006,Broccoli,0.03,0.03
Syberia II,XB,2004,Ubisoft,0.03,0.03
PopCap Hits! Vol 2,X360,2011,Mastertronic,0.03,0.03
Motor Trend presents Lotus Challenge,XB,2003,Xicat Interactive,0.03,0.03
Trine 2,WiiU,2012,Atlus,0.03,0.03
Pacific Liberator,Wii,2009,Zoo Games,0.03,0.03
Puzzle Challenge: Crosswords and More!,MULTI,2009,Crave Entertainment,0.03,0.05
In Cold Blood,PS,2000,Sony Computer Entertainment,0.03,0.03
Kidou Senshi V Gundam,SNES,1994,Namco Bandai Games,0.03,0.03
Wrestle Angels: Survivor 2,PS2,2008,Tryfirst,0.03,0.03
Vitamin Z,PS2,2009,D3Publisher,0.03,0.03
The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Namco Bandai Games,0.03,0.03
Ghostbusters (2016),MULTI,2016,Activision,0.03,0.05
Animaniacs: The Great Edgar Hunt,GC,2005,Ignition Entertainment,0.03,0.03
The Island of Dr. Frankenstein,Wii,2009,Storm City Games,0.03,0.03
TV Total Events,Wii,2011,7G//AMES,0.03,0.03
Battle Arena Toshinden URA,SAT,1995,Sega,0.03,0.03
The Last Guy,PS3,2009,Sony Computer Entertainment,0.03,0.03
Akane Iro ni Somaru Saka Parallel,PS2,2008,GN Software,0.03,0.03
Monster Hunter Frontier Online: Forward 1,X360,2011,Capcom,0.03,0.03
Timeshock! Pro Pinball,PS,1998,Empire Interactive,0.03,0.03
D1 Professional Drift Grand Prix Series,PS2,2005,Yuke's,0.03,0.03
Rush Hour,PS,1997,Psygnosis,0.03,0.03
Pro Cast Sports Fishing,XB,2003,Capcom,0.03,0.03
Gintama: Banji Oku Chuubu!,Wii,2007,Namco Bandai Games,0.03,0.03
Aegis of Earth: Protonovus Assault,MULTI,2016,PQube,0.03,0.05
Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Konami Digital Entertainment,0.03,0.03
Dakar 2: The World's Ultimate Rally,MULTI,2003,Acclaim Entertainment,0.03,0.05
My Animal Centre,Wii,2009,Deep Silver,0.03,0.03
Darius II,SAT,1995,Taito,0.03,0.03
ParaParaParadise,PS2,2001,Konami Digital Entertainment,0.03,0.03
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Namco Bandai Games,0.03,0.03
Warship Gunner 2,PS2,2006,Tecmo Koei,0.03,0.03
Gotcha Force,GC,2003,Capcom,0.03,0.03
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Banpresto,0.03,0.03
The Perfect Golf,PS,1995,Seta Corporation,0.03,0.03
Let's Sing 2016,PS4,2015,FuRyu Corporation,0.03,0.03
Wrestle Kingdom,PS2,2006,Yuke's,0.03,0.03
Bigfoot King of Crush,Wii,2011,Zoo Games,0.03,0.03
Infinite Stratos 2: Ignition Hearts,PS3,2014,5pb,0.03,0.03
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Konami Digital Entertainment,0.03,0.03
Kuryuu Youma Gakuenki Recharge,PS2,2006,Atlus,0.03,0.03
The Adventures of Lomax,PS,1996,Psygnosis,0.03,0.03
Under the Skin,PS2,2004,Capcom,0.03,0.03
Poy Poy,PS,1997,Konami Digital Entertainment,0.03,0.03
Hermie Hopperhead: Scrap Panic,PS,1995,Sony Computer Entertainment,0.03,0.03
DrumMania 7th Mix,PS2,2001,Konami Digital Entertainment,0.03,0.03
Runabout 3: Neo Age,PS2,2002,BAM! Entertainment,0.03,0.03
Captain Morgane and the Golden Turtle,MULTI,2012,Reef Entertainment,0.03,0.04
My Ballet Studio,Wii,2009,505 Games,0.03,0.03
Touch Shot! Love Application,PS3,2012,Compile Heart,0.03,0.03
Nanotek Warrior,PS,1997,Virgin Interactive,0.03,0.03
Cake Mania: Baker's Challenge,PS2,2008,Destineer,0.03,0.03
Captain Tsubasa J: The Way to World Youth,SNES,1995,Namco Bandai Games,0.03,0.03
Alien Breed Trilogy,X360,2011,Mastertronic,0.03,0.03
Sengoku Basara: Sanada Yukimura-Den,MULTI,2016,Capcom,0.03,0.05
CID The Dummy,Wii,2009,Oxygen Interactive,0.03,0.03
Renegade Racers,PS,1999,Interplay,0.03,0.03
Monster High 13 Wishes,WiiU,2013,Little Orbit,0.03,0.03
Let's Play Ballerina,Wii,2010,Deep Silver,0.03,0.03
River King: Wonderful Journey,PS2,2005,505 Games,0.03,0.03
The Peanuts Movie: Snoopy's Grand Adventure,MULTI,2015,Activision,0.03,0.06
Kawasaki Snowmobiles,Wii,2008,Metro 3D,0.03,0.03
World War II Combat: Road To Berlin,XB,2006,Groove Games,0.03,0.03
Metal Saga,PS2,2005,Success,0.03,0.03
Last Escort 2: Shinya no Amai Toge,PS2,2008,D3Publisher,0.03,0.03
Pop'n Music 13 Carnival,PS2,2006,Konami Digital Entertainment,0.03,0.03
Shakugan no Shana,PS2,2006,Media Works,0.03,0.03
Monster Mayhem: Build and Battle,Wii,2009,Zushi Games,0.03,0.03
The King of Fighters: Maximum Impact - Maniax,XB,0,Unknown,0.03,0.03
Hankou Shashin,SAT,1996,Imagineer,0.03,0.03
Capcom Digital Collection,X360,2012,Capcom,0.03,0.03
Monster Hunter Frontier Online: Forward 2,X360,2011,Capcom,0.03,0.03
A Ressha de Gyoukou 2001,PS2,2001,ArtDink,0.03,0.03
Pitball,PS,1996,Time Warner Interactive,0.03,0.03
Combat Wings: The Great Battles of WWII,Wii,0,City Interactive,0.03,0.03
Judge Dredd: Dredd Vs Death,MULTI,2003,BAM! Entertainment,0.03,0.05
Ocean Commander,Wii,2009,Valcon Games,0.03,0.03
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Namco Bandai Games,0.03,0.03
Turbo: Super Stunt Squad,MULTI,2013,D3Publisher,0.03,0.08
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Paon Corporation,0.03,0.03
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Sega,0.03,0.03
Bode Miller Alpine Skiing,PS2,2006,Valcon Games,0.03,0.03
R-Type Delta,PS,1998,Irem Software Engineering,0.03,0.03
Psycho-Pass: Mandatory Happiness,PS4,2016,Nippon Ichi Software,0.03,0.03
The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Banpresto,0.03,0.03
Rock 'N' Roll Adventures,Wii,2007,Popcorn Arcade,0.03,0.03
Evangelion: Jo,PS2,2009,Namco Bandai Games,0.03,0.03
Doki Oki,PS,1995,Banpresto,0.03,0.03
Konohana 2: Todoke Kanai Requiem,PS2,2002,Success,0.03,0.03
Chuck E. Cheese's Sports Games,Wii,2011,UFO Interactive,0.02,0.02
ZooCube,GC,2002,Acclaim Entertainment,0.02,0.02
Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Prototype,0.02,0.02
Room Zoom: Race for Impact,XB,2004,Jaleco,0.02,0.02
Tube Slider,GC,0,Unknown,0.02,0.02
America Oudan Ultra-Quiz,SAT,1995,Victor Interactive,0.02,0.02
DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,5pb,0.02,0.02
Shinseiki Evangelion: Battle Orchestra,PS2,2007,Broccoli,0.02,0.02
Battlefield 2: Modern Combat(JP sales),PS2,2005,Electronic Arts,0.02,0.02
The Idolmaster: Gravure For You! Vol.7,PS3,2012,Namco Bandai Games,0.02,0.02
Stake: Fortune Fighters,XB,2003,Metro 3D,0.02,0.02
Let's Play Garden,Wii,2010,Deep Silver,0.02,0.02
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,0,0,0.02,0.02
Pop'n Music 12 Iroha,PS2,2006,Konami Digital Entertainment,0.02,0.02
BeatMania IIDX 11: IIDX Red,PS2,2006,Konami Digital Entertainment,0.02,0.02
Road Trip: The Arcade Edition,GC,2002,Zoo Digital Publishing,0.02,0.02
Cold War,XB,2005,DreamCatcher Interactive,0.02,0.02
Steel Battalion: Line of Contact,XB,2004,Capcom,0.02,0.02
Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016,Namco Bandai Games,0.02,0.02
Ken to Mahou to Gakuen Mono. 2G,PS3,2010,Acquire,0.02,0.02
Spy Hunter: Nowhere To Run,PS2,2006,Midway Games,0.02,0.02
Omega Quintet,PS4,2014,Compile Heart,0.02,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Namco Bandai Games,0.02,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Namco Bandai Games,0.02,0.02
Blade Arcus from Shining EX,MULTI,2015,Sega,0.02,0.04
